ISO3,Country,Region,Income Group,GDP per capita,Life Expectancy,CO2 Emissions per Capita,Labor Force Participation,Military Expenditure,Debt Service,Log GDP per capita,Log CO2 Emissions per Capita,High Income,Income Label
Unknown,Latin America & Caribbean,Unknown,Unknown,8145.99967744682,73.1889336743784,3230.6888,59.5875548010991,1.29340603467048,11.2093587549081,9.00540500071899,8.08076012787637,0,Non-High Income
Unknown,Sub-Saharan Africa,Unknown,Unknown,1532.69557630294,61.1675270829902,2288.2718,68.0950267765832,1.04076069055312,10.7873633950089,7.335435511322484,7.7359890547119665,0,Non-High Income
AFG,Afghanistan,South Asia,Low income,527.834554499306,61.454,26.6463,41.579,1.35885692738929,2.2440821580961,6.270675631522294,3.319491903462707,0,Non-High Income
ALB,Albania,Europe & Central Asia,Upper middle income,4417.04105105395,77.824,7.9674,57.78,1.29583570269739,17.7018181321605,8.393451675710084,2.1935957789821403,0,Non-High Income
DZA,Algeria,Middle East & North Africa,Upper middle income,4363.68533766912,73.257,241.132,39.611,3.643788958051971,0.406107212322761,8.381301378085146,5.489483031995883,0,Non-High Income
ASM,American Samoa,East Asia & Pacific,High income,13194.274740128,72.672,0.0085,61.277919354838716,2.2487102303993725,2.68166891822527,9.487614070253665,0.008464078412129412,1,High Income
AND,Andorra,Europe & Central Asia,High income,34536.6499209948,79.418,225.06140263157891,61.277919354838716,2.2487102303993725,2.68166891822527,10.449805310040052,5.420806655430494,1,High Income
AGO,Angola,Sub-Saharan Africa ,Lower middle income,2433.37637275564,63.116,61.6801,74.729,1.73699395811082,24.903785654640863,7.79744589296371,4.138044012891781,0,Non-High Income
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,14935.6150238496,77.161,0.3413,61.277919354838716,2.2487102303993725,2.68166891822527,9.611570861653497,0.29363929292590757,1,High Income
ARG,Argentina,Latin America & Caribbean ,Upper middle income,11393.0505957877,75.878,347.3124,56.023,0.734111593948744,17.585133742023,9.340846620594611,5.853099778231203,0,Non-High Income
ARM,Armenia,Europe & Central Asia,Upper middle income,4032.09043454955,73.3756097560976,9.9936,62.452,3.643788958051971,13.0544390771921,8.3022882182643,2.3973132852946746,0,Non-High Income
ABW,Aruba,Latin America & Caribbean ,High income,21947.9953301189,75.406,0.4822,61.277919354838716,2.2487102303993725,2.68166891822527,9.996476646618394,0.3935274705351215,1,High Income
AUS,Australia,East Asia & Pacific,High income,58132.798523626,83.2,584.5715,65.104,2.01065640494339,2.68166891822527,10.970502503883484,6.372588293429988,1,High Income
AUT,Austria,Europe & Central Asia,High income,43428.6983141255,81.1926829268293,77.2734,60.364,0.884127145088915,2.68166891822527,10.678898779019027,4.360207826249802,1,High Income
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,5083.56025445721,70.312,54.7245,67.223,3.643788958051971,7.98261127292957,8.533963825777006,4.02041990659821,0,Non-High Income
BHS,"Bahamas, The",Latin America & Caribbean ,High income,23879.3136835653,72.994,1.791,68.402,2.2487102303993725,2.68166891822527,10.080809703247956,1.026399954554185,1,High Income
BHR,Bahrain,Middle East & North Africa,High income,23586.9309581516,78.683,63.1845,69.585,3.643788958051971,2.68166891822527,10.06849046012576,4.161761748524465,1,High Income
BGD,Bangladesh,South Asia,Lower middle income,1604.6659234742,71.421,251.5593,59.852,1.24468950875224,5.54572747718798,7.381293855105994,5.53164607262727,0,Non-High Income
BRB,Barbados,Latin America & Caribbean ,High income,16166.6559507829,76.647,0.8647,63.807,2.2487102303993725,2.68166891822527,9.690767979217192,0.6231001822479106,1,High Income
BLR,Belarus,Europe & Central Asia,Upper middle income,6252.00220091446,72.1385609756098,88.5806,64.006,1.40325859867166,9.47304094348546,8.7408169795446,4.495138778680367,0,Non-High Income
BEL,Belgium,Europe & Central Asia,High income,40769.0218401768,80.6951219512195,115.8177,53.382,1.01248470692312,2.68166891822527,10.615702331505497,4.760614600008825,1,High Income
BLZ,Belize,Latin America & Caribbean ,Upper middle income,5003.87784847193,71.58,0.8333,64.449,1.25112140600777,10.4568993637085,8.518168285551777,0.6061176215868426,0,Non-High Income
BEN,Benin,Sub-Saharan Africa ,Lower middle income,1126.6540412547,60.154,17.6528,74.791,0.458762015150415,6.34403260782827,7.027894684000292,2.9259962688690937,0,Non-High Income
BMU,Bermuda,North America,High income,98982.425748059,81.456,0.3441,61.277919354838716,2.2487102303993725,2.68166891822527,11.502707698414717,0.29572464409496557,1,High Income
BTN,Bhutan,South Asia,Lower middle income,3092.12428419388,72.253,3.0652,67.827,1.6545301071149334,7.38626441540641,8.036936954287697,1.4024629422814743,0,Non-High Income
BOL,Bolivia,Latin America & Caribbean ,Lower middle income,2949.81954615545,62.906,48.0161,72.869,1.39204744468967,10.9052921827032,7.989838223007271,3.8921488155714274,0,Non-High Income
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,5490.75367062899,76.04,30.4448,48.752,0.827298283159884,6.48079700902998,8.611002913483745,3.4482336276635848,0,Non-High Income
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,6254.2461755493,67.643,10.5047,61.735,3.33478768726661,3.50419686172518,8.741175778729167,2.4427556475280583,0,Non-High Income
BRA,Brazil,Latin America & Caribbean ,Upper middle income,8435.01143297182,74.506,1215.9991,60.479,1.32666026860555,11.9805795855815,9.040264896857565,7.104143353463836,0,Non-High Income
VGB,British Virgin Islands,Latin America & Caribbean ,High income,35699.847461218764,76.894,0.0795,61.277919354838716,2.2487102303993725,2.68166891822527,10.482929705895469,0.07649797097272498,1,High Income
BRN,Brunei Darussalam,East Asia & Pacific,High income,30015.9587299585,75.114,12.574,64.036,3.63429176862407,2.68166891822527,10.30951779192614,2.6081561982815664,1,High Income
BGR,Bulgaria,Europe & Central Asia,High income,7990.69254981114,73.3560975609756,53.5659,55.726,1.59346116571228,2.68166891822527,8.986157849845059,3.999409145518645,1,High Income
BFA,Burkina Faso,Sub-Saharan Africa ,Low income,713.8421779224,60.454,28.8247,51.528,2.13201807583334,2.95568636450028,6.572061788151055,3.395336909257783,0,Non-High Income
BDI,Burundi,Sub-Saharan Africa ,Low income,255.078218433565,62.569,6.0366,78.547,2.18591328366483,12.2197808459204,5.545482938567605,1.9511250989643876,0,Non-High Income
CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,3255.93628984058,73.818,1.1897,55.0,0.618818770532046,13.2232453853392,8.088542244090313,0.7837645481435592,0,Non-High Income
KHM,Cambodia,East Asia & Pacific,Lower middle income,1908.63427518336,70.059,46.5094,79.911,2.39555954750291,1.67734794683769,7.554667023744647,3.8609275861988572,0,Non-High Income
CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,1434.51913723409,61.674,38.7752,65.915,0.96440732254506,15.1732511340223,7.269281830878797,3.6832436024953066,0,Non-High Income
CAN,Canada,North America,High income,42366.1285192527,81.5351219512195,711.9313,64.097,1.40083568623706,2.68166891822527,10.654128069769907,6.5693850623358205,1,High Income
CYM,Cayman Islands,Latin America & Caribbean ,High income,75199.6450417809,79.23,0.3358,61.277919354838716,2.2487102303993725,2.68166891822527,11.2279150875844,0.2895303633093985,1,High Income
CAF,Central African Republic,Sub-Saharan Africa ,Low income,398.834274122139,50.596,12.4974,73.002,1.85914200170463,4.40456303682082,5.991050146561283,2.6024970743034563,0,Non-High Income
TCD,Chad,Sub-Saharan Africa ,Low income,601.325555951846,53.082,81.9807,59.367,3.00516441872389,6.3206820409781,6.400798089751957,4.418608050636796,0,Non-High Income
CHI,Channel Islands,Europe & Central Asia,High income,58640.7349454753,80.9,225.06140263157891,57.861,2.2487102303993725,2.68166891822527,10.979201922505458,5.420806655430494,1,High Income
CHL,Chile,Latin America & Caribbean ,High income,12679.0240036611,79.349,124.0909,56.358,2.06377550015856,2.68166891822527,9.447783121022635,4.829040673020497,1,High Income
CHN,China,East Asia & Pacific,Upper middle income,10358.1699971792,78.019,14497.8987,65.976,1.75669947098837,1.13417715479413,9.245627396501614,9.252019790226985,0,Non-High Income
COL,Colombia,Latin America & Caribbean ,Upper middle income,5891.95523215403,74.757,196.5034,63.415,3.53698651555212,16.5370962280336,8.681512888025422,5.28575579938287,0,Non-High Income
COM,Comoros,Sub-Saharan Africa ,Lower middle income,1359.7070894329,65.756,0.7721,49.033,1.6545301071149334,13.9191208828341,7.215759762319861,0.5721652839991622,0,Non-High Income
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,471.504423341186,60.428,50.7937,63.44,0.743310281501406,1.91903069527775,6.158047108458626,3.947268520247307,0,Non-High Income
COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,1725.51040049963,64.391,25.0299,66.877,2.60118726630221,13.5718753617094,7.453857540848757,3.2592458772780035,0,Non-High Income
CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,12242.2098908533,79.725,14.3721,60.621,1.8845783475186606,10.45929408733,9.412726767670597,2.7325541780158122,0,Non-High Income
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,2055.08483996432,60.14,29.5006,65.02,0.989482626607969,15.1639729193528,7.628558890297782,3.4177463555510195,0,Non-High Income
HRV,Croatia,Europe & Central Asia,High income,13544.9715102628,77.5243902439024,25.04,51.011,1.70256133740463,2.68166891822527,9.51384447658814,3.2596338173403683,1,High Income
CUB,Cuba,Latin America & Caribbean ,Upper middle income,7252.31672155863,77.407,39.5182,51.417,1.8845783475186606,12.013415838791149,8.889214122072854,3.70175125588637,0,Non-High Income
CUW,Curacao,Latin America & Caribbean ,High income,14901.2436090623,76.501,225.06140263157891,61.277919354838716,2.2487102303993725,2.68166891822527,9.60926705838727,5.420806655430494,1,High Income
CYP,Cyprus,Europe & Central Asia,High income,27391.58984375,81.23,9.3305,65.734,1.92017174602879,2.68166891822527,10.218027812140921,2.3351006846707256,1,High Income
CZE,Czechia,Europe & Central Asia,High income,19233.1469565497,78.2268292682927,117.9742,59.46,1.32244994903778,2.68166891822527,9.864442465700227,4.778906662882865,1,High Income
DNK,Denmark,Europe & Central Asia,High income,55934.5556066994,81.6024390243903,43.5573,62.125,1.37713112053436,2.68166891822527,10.931955514309367,3.7967760013236265,1,High Income
DJI,Djibouti,Middle East & North Africa,Lower middle income,2776.54090852115,64.2,2.0844,39.611,1.6545301071149334,1.58888845739607,7.929321249945789,1.1263571489766686,0,Non-High Income
DMA,Dominica,Latin America & Caribbean ,Upper middle income,6996.13658633828,71.269,0.1347,57.935122448979584,1.8845783475186606,24.885870367661,8.853256285255425,0.12636829881480666,0,Non-High Income
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,7565.84276444044,72.636,43.009,60.365,0.746231922011371,24.903785654640863,8.931531187364115,3.7843941584562373,0,Non-High Income
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,5355.68933100132,72.004,64.5465,59.926,2.37312249582349,22.9749901211804,8.586101401106394,4.182759814428725,0,Non-High Income
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,3770.86947867421,69.79,306.7631,41.616,1.12247550332399,24.903785654640863,8.2353260404702,5.729330331177297,0,Non-High Income
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,3808.53195436409,70.244,11.2159,56.752,1.37945779018632,16.6718940668794,8.245261613950884,2.5027383818972333,0,Non-High Income
GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,5575.26241511492,62.141,9.3375,57.701,1.64082995887433,12.013415838791149,8.62627401286724,2.33577806034981,0,Non-High Income
ERI,Eritrea,Sub-Saharan Africa ,Low income,667.1452633178008,66.98,6.2963,77.07,1.6542147688165068,11.570515612791507,6.504505609952223,1.9873673703477437,0,Non-High Income
EST,Estonia,Europe & Central Asia,High income,19946.944991505,78.5951219512195,14.5111,63.039,2.29675683425333,2.68166891822527,9.900881409067715,2.741555896659418,1,High Income
SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,3542.91502785498,59.862,3.0266,48.222,1.8608190625872,3.11020697329811,8.172987335098647,1.3929223474101116,0,Non-High Income
ETH,Ethiopia,Sub-Saharan Africa ,Low income,799.47559497498,65.969,169.9928,69.353,0.521624297220978,24.903785654640863,6.685206044745266,5.141621450353051,0,Non-High Income
FRO,Faroe Islands,Europe & Central Asia,High income,54295.461892057,82.6439024390244,0.0507,61.277919354838716,2.2487102303993725,2.68166891822527,10.902214345273464,0.049456608712592526,1,High Income
FJI,Fiji,East Asia & Pacific,Upper middle income,4729.3813514501,66.924,3.0919,56.733,1.58932558621181,19.7990193582626,8.461761102221262,1.4090094098631052,0,Non-High Income
FIN,Finland,Europe & Central Asia,High income,44690.9801797392,81.9317073170732,52.6471,58.849,1.42582276779338,2.68166891822527,10.707549350181477,3.9824274135616804,1,High Income
FRA,France,Europe & Central Asia,High income,35709.204585868,82.1756097560976,398.3513,54.271,1.99647774299432,2.68166891822527,10.483191769663877,5.989841480647946,1,High Income
PYF,French Polynesia,East Asia & Pacific,High income,19811.8102319951,82.459,1.2107,53.984,2.2487102303993725,2.68166891822527,9.894083988894273,0.7933092074589263,1,High Income
GAB,Gabon,Sub-Saharan Africa ,Upper middle income,6534.27966529444,67.073,19.7598,47.947,1.72005326971719,24.903785654640863,8.784970420137967,3.033018424339913,0,Non-High Income
GMB,"Gambia, The",Sub-Saharan Africa ,Low income,670.758642891251,64.418,1.9232,47.844,0.809324910343592,22.0072310751217,6.50989911364469,1.0726789066416051,0,Non-High Income
GEO,Georgia,Europe & Central Asia,Upper middle income,4659.60925318234,73.509,17.3462,63.399,1.8054778310535,13.6273249071894,8.446901459600081,2.909422468586965,0,Non-High Income
DEU,Germany,Europe & Central Asia,High income,42362.6472136853,81.0414634146342,749.7997,60.478,1.37427175481016,2.68166891822527,10.654045896426414,6.621138905138486,1,High Income
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,1968.96680139824,64.309,45.3548,64.503,0.350949233772808,11.149661130303,7.585771969507925,3.836324846520461,0,Non-High Income
GIB,Gibraltar,Europe & Central Asia,High income,35699.847461218764,83.07,0.6622,61.277919354838716,2.2487102303993725,2.68166891822527,10.482929705895469,0.5081420261367889,1,High Income
GRC,Greece,Europe & Central Asia,High income,17486.9513800415,81.2878048780488,71.7053,50.055,3.069343544579,2.68166891822527,9.769267430222696,4.286414284220604,1,High Income
GRL,Greenland,Europe & Central Asia,High income,48139.5825957628,71.8507317073171,0.5919,61.277919354838716,2.2487102303993725,2.68166891822527,10.781880813377725,0.46492827137895315,1,High Income
GRD,Grenada,Latin America & Caribbean ,Upper middle income,8413.28335500372,75.019,0.1772,57.935122448979584,1.8845783475186606,10.4277716434796,9.037685940194276,0.16313873737718065,0,Non-High Income
GUM,Guam,East Asia & Pacific,High income,32884.8852646787,75.529,0.0151,60.855,2.2487102303993725,2.68166891822527,10.400798825387671,0.014987129808248345,1,High Income
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,4005.83899021249,69.971,39.3008,56.901,0.441017589859342,7.51034890470377,8.295757927700668,3.696371319872232,0,Non-High Income
GIN,Guinea,Sub-Saharan Africa ,Lower middle income,945.570903389665,59.35,26.3328,52.377,1.47688705111674,1.52405108782454,6.852845878979088,3.308087446210656,0,Non-High Income
GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,702.120599916994,61.343,2.8916,62.174,1.62537763900959,11.61771968367,6.555528427477373,1.3588203841191355,0,Non-High Income
GUY,Guyana,Latin America & Caribbean ,High income,9010.61000469878,67.751,7.3657,50.677,1.40257741131547,2.68166891822527,9.106269025504641,2.1241400129460115,1,High Income
HTI,Haiti,Latin America & Caribbean ,Lower middle income,1331.69778506932,63.773,13.5011,65.221,0.103094179098955,2.38909730889527,7.194960576596846,2.674224508618113,0,Non-High Income
HND,Honduras,Latin America & Caribbean ,Lower middle income,2189.43168668222,70.864,20.3316,60.286,1.43753064533091,17.6122826571913,7.691853920591996,3.0601895413906024,0,Non-High Income
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,41451.3260144604,85.4963414634146,40.5205,58.975,2.2487102303993725,2.68166891822527,10.632299275140024,3.7261872811743344,1,High Income
HUN,Hungary,Europe & Central Asia,High income,14437.8088480852,75.419512195122,65.8413,58.498,1.76006936522039,2.68166891822527,9.57767491929956,4.2023211529695335,1,High Income
ISL,Iceland,Europe & Central Asia,High income,52641.7234828803,83.0634146341463,4.1989,73.512,2.2487102303993725,2.68166891822527,10.871283302557503,1.648447064748427,1,High Income
IND,India,South Asia,Lower middle income,1806.50110583878,70.156,3433.619,51.547,2.80719387386131,5.12885262296047,7.49970056583842,8.141661281474134,0,Non-High Income
IDN,Indonesia,East Asia & Pacific,Upper middle income,3739.44906576846,68.817,1050.3392,67.401,0.886277728854897,15.2701597317085,8.22696095426171,6.957820059054904,0,Non-High Income
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,5127.95975696418,74.141,889.2859,41.359,2.16792005411303,0.188869431666544,8.54265814118266,6.791542647096019,0,Non-High Income
IRQ,Iraq,Middle East & North Africa,Upper middle income,4213.99843766061,69.651,331.5823,39.704,3.1323217364269,7.79800001144758,8.34640449977411,5.806887348265177,0,Non-High Income
IRL,Ireland,Europe & Central Asia,High income,81791.0934649925,82.4560975609756,59.2585,61.09,0.267555214275712,2.68166891822527,11.311935861012076,4.098643641258255,1,High Income
IMN,Isle of Man,Europe & Central Asia,High income,86595.0674507157,80.591,225.06140263157891,61.277919354838716,2.2487102303993725,2.68166891822527,11.36900968301962,5.420806655430494,1,High Income
ISR,Israel,Middle East & North Africa,High income,38049.9903345588,82.6487804878049,78.1304,63.406,3.643788958051971,2.68166891822527,10.546682390140587,4.371097124581155,1,High Income
ITA,Italy,Europe & Central Asia,High income,29469.7989279182,82.1951219512195,369.4589,48.254,1.73898398051865,2.68166891822527,10.291155185235947,5.914742507408735,1,High Income
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,4752.33342267359,71.452,7.1645,64.834,1.70647069948671,24.903785654640863,8.466601424095462,2.0997954875602276,0,Non-High Income
JPN,Japan,East Asia & Pacific,High income,34650.7967802766,84.56,1168.7534,61.947,1.01744793009109,2.68166891822527,10.453104858404256,7.064548236346076,1,High Income
JOR,Jordan,Middle East & North Africa,Lower middle income,3806.87949354914,75.583,30.3144,39.947,3.643788958051971,22.0620057347726,8.244827749808932,3.4440780556469237,0,Non-High Income
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,10565.0359816235,71.195,300.4421,71.216,0.907188676192723,4.06836797494226,9.265399983134278,5.708577957924241,0,Non-High Income
KEN,Kenya,Sub-Saharan Africa ,Lower middle income,1609.33414078281,61.596,108.4215,67.039,1.10843419595019,24.903785654640863,7.384196977303772,4.695207397187303,0,Non-High Income
KIR,Kiribati,East Asia & Pacific,Lower middle income,1793.38536230105,65.205,0.1161,57.48685714285714,1.6545301071149334,10.795648176686841,7.4924178257390714,0.10984046567953218,0,Non-High Income
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,667.1452633178008,72.783,96.7463,79.911,1.6542147688165068,11.570515612791507,6.504505609952223,4.582375346486679,0,Non-High Income
KOR,"Korea, Rep.",East Asia & Pacific,High income,31378.1579340648,83.4268292682927,689.1066,62.274,2.80332162242558,2.68166891822527,10.353899191448477,6.536846078412152,1,High Income
XKX,Kosovo,Europe & Central Asia,Upper middle income,3990.94390114906,74.212,445.6359803921568,57.935122448979584,1.02303739145844,5.74054398792497,8.292033584514241,6.101743901302278,0,Non-High Income
KWT,Kuwait,Middle East & North Africa,High income,25541.50749746,78.7609756097561,149.0334,68.715,3.643788958051971,2.68166891822527,10.14809930399436,5.01085793597638,1,High Income
