Country,GDP per capita,Life Expectancy,GHG Emissions,Labor Force Participation,Military Expenditure,Development Status,Status Label,GDP per capita (log),GHG Emissions per Capita,GHG Emissions per Capita (log)
Guam,32884.8852646787,75.529,0.0151,60.855,2.1092126445396673,1,Developed,10.400798825387671,4.591775181353224e-07,4.591774127133581e-07
Guatemala,4005.83899021249,69.971,39.3008,56.901,0.441017589859342,0,Developing,8.295757927700668,0.009810878593978459,0.009763064403047883
Guinea,945.570903389665,59.35,26.3328,52.377,1.47688705111674,0,Developing,6.852845878979088,0.0278485726512974,0.02746785331445259
Guinea-Bissau,702.120599916994,61.343,2.8916,62.174,1.62537763900959,0,Developing,6.555528427477373,0.004118380802873253,0.004109923485006499
Guyana,9010.61000469878,67.751,7.3657,50.677,1.40257741131547,1,Developed,9.106269025504641,0.0008174474309906872,0.0008171135028062371
Haiti,1331.69778506932,63.773,13.5011,65.221,0.23271912555853014,0,Developing,7.194960576596846,0.010138261211643613,0.010087213773029785
Honduras,2189.43168668222,70.864,20.3316,60.286,1.43753064533091,0,Developing,7.691853920591996,0.009286245432397902,0.00924339334102275
"Hong Kong SAR, China",41451.3260144604,85.4963414634146,40.5205,58.975,2.1092126445396673,1,Developed,10.632299275140024,0.0009775441197192177,0.000977066634616053
Hungary,14437.8088480852,75.419512195122,65.8413,58.498,1.76006936522039,1,Developed,9.57767491929956,0.004560338808525792,0.00454997196908649
Iceland,52641.7234828803,83.0634146341463,4.1989,73.512,2.1092126445396673,1,Developed,10.871283302557503,7.976372584696114e-05,7.97605448901295e-05
India,1806.50110583878,70.156,3433.619,51.547,2.80719387386131,0,Developing,7.49970056583842,1.9007012998233013,0.22873598013027
Indonesia,3739.44906576846,68.817,1050.3392,67.401,0.886277728854897,0,Developing,8.22696095426171,0.28088073444159994,0.22873598013027
"Iran, Islamic Rep.",5127.95975696418,74.141,889.2859,41.96855394819531,2.16792005411303,0,Developing,8.54265814118266,0.17341904814917444,0.159921750673564
Iraq,4213.99843766061,69.651,331.5823,41.96855394819531,3.1323217364269,0,Developing,8.34640449977411,0.07868590957145134,0.07574354989755262
Ireland,81791.0934649925,82.4560975609756,59.2585,61.09,0.267555214275712,1,Developed,11.311935861012076,0.0007245104263750098,0.0007242480953960859
Isle of Man,86595.0674507157,80.591,2518.7549931529666,60.01440606717643,2.1092126445396673,1,Developed,11.36900968301962,0.029086587346172792,0.028671600392574305
Israel,38049.9903345588,82.6487804878049,78.1304,63.406,3.2351087559283496,1,Developed,10.546682390140587,0.0020533618882167828,0.002051256622117645
Italy,29469.7989279182,82.1951219512195,369.4589,48.254,1.73898398051865,1,Developed,10.291155185235947,0.012536865314340279,0.012458929522725128
Jamaica,4752.33342267359,71.452,7.1645,64.834,1.70647069948671,0,Developing,8.466601424095462,0.0015075751978634031,0.0015064399472153821
Japan,34650.7967802766,84.56,1168.7534,61.947,1.01744793009109,1,Developed,10.453104858404256,0.0337294812414028,0.03317311829918663
Jordan,3806.87949354914,75.583,30.3144,41.96855394819531,3.2351087559283496,0,Developing,8.244827749808932,0.007963057420485352,0.007931519593132638
Kazakhstan,10565.0359816235,71.195,300.4421,71.216,0.907188676192723,1,Developed,9.265399983134278,0.028437394867616143,0.028040557930166344
Kenya,1609.33414078281,61.596,108.4215,67.039,1.10843419595019,0,Developing,7.384196977303772,0.06737040944602204,0.06519806244802269
Kiribati,1793.38536230105,65.205,0.1161,59.04029076105143,1.8049708592377387,0,Developing,7.4924178257390714,6.473789874755911e-05,6.473580334022634e-05
"Korea, Dem. People's Rep.",2588.0664359177026,72.783,96.7463,78.23707675300784,1.8049708592377387,0,Developing,7.859052640263441,0.03738169107923025,0.03669993392577643
"Korea, Rep.",31378.1579340648,83.4268292682927,689.1066,62.274,2.80332162242558,1,Developed,10.353899191448477,0.02196134653436399,0.021723669671318526
Kosovo,3990.94390114906,74.212,1246.471953030303,59.04029076105143,1.02303739145844,0,Developing,8.292033584514241,0.3123251000023886,0.22873598013027
Kuwait,25541.50749746,78.7609756097561,149.0334,68.715,3.2351087559283496,1,Developed,10.14809930399436,0.005834949249366772,0.005817991864673049
Kyrgyz Republic,1093.32864588331,71.8,20.0055,64.743,1.5771749985002,0,Developing,6.997896345440188,0.018297791862791065,0.018132401738639854
Lao PDR,2529.74622698761,68.339,34.4792,62.838,1.8049708592377387,0,Developing,7.836269489610461,0.013629509407770675,0.013537463065654974
Latvia,14900.7294732334,75.1853658536585,11.649,61.566,2.16211101523024,1,Developed,9.6092325572268,0.0007817738065056094,0.0007814683805356564
Lebanon,6440.82843092922,76.299,28.4878,45.219,3.0326454174822,1,Developed,8.770567696647507,0.004423002460863572,0.004413249732465674
Lesotho,944.834118658555,55.133,2.4288,57.107,1.88179923148985,0,Developing,6.852067203420997,0.0025706099642637077,0.0025673115978027657
Liberia,605.025475431411,61.267,4.3558,76.063,0.973405960386543,0,Developing,6.4069220238514095,0.007199366269484957,0.0071735745475293355
Libya,6102.79864032512,72.388,64.3831,48.621,1.8049708592377387,1,Developed,8.71666658426898,0.010549766393172373,0.0104945059246096
Liechtenstein,2588.0664359177026,81.6585365853659,1246.471953030303,59.04029076105143,1.8049708592377387,0,Developing,7.859052640263441,0.48162285779511543,0.22873598013027
Lithuania,17540.2948595021,75.0292682926829,22.6807,62.658,2.06523858406958,1,Developed,9.772313086434105,0.0012930626412881075,0.0012922273557644279
Luxembourg,104616.03467801,82.1439024390244,8.8364,60.103,0.578077082223964,1,Developed,11.55806167278376,8.446506338341829e-05,8.446149641080706e-05
"Macao SAR, China",33952.4969134127,84.1292682926829,2.9696,68.495,2.1092126445396673,1,Developed,10.432747129550341,8.74633758917118e-05,8.745955119366298e-05
Madagascar,422.924255422319,62.706,31.7288,78.23707675300784,0.673153896375499,0,Developing,6.04955479640153,0.07502241735536451,0.07234151471602542
Malawi,559.447086082658,65.216,17.298,68.27,0.834281207531417,0,Developing,6.3287348332077284,0.030919814277921235,0.030451427304026616
Malaysia,10171.4657842762,76.057,294.6664,65.486,0.999653920235799,1,Developed,9.227439916319065,0.028969905247630778,0.028558209823280476
Maldives,7340.09129737358,78.713,2.7028,62.769,2.1092126445396673,1,Developed,8.901242788673358,0.0003682243027368217,0.00036815652480606917
Mali,729.061137632465,58.858,43.4925,65.916,3.2351087559283496,0,Developing,6.593128280817045,0.05965549081553909,0.05794384663262757
Malta,27865.3293176048,82.0975609756098,1.9785,61.889,0.566881931048812,1,Developed,10.235174404503828,7.100221129452148e-05,7.099969075682557e-05
Marshall Islands,5172.57528216176,65.387,0.0026,59.04029076105143,1.8049708592377387,0,Developing,8.551319272434593,5.026509732910817e-07,5.026508469621236e-07
Mauritania,1553.30615586591,66.794,16.0047,41.96855394819531,2.38926918122421,0,Developing,7.348784523020101,0.010303635210328501,0.010250914594465985
Mauritius,9362.87435896817,74.1770731707317,5.5678,56.053,0.23271912555853014,1,Developed,9.144614411067579,0.0005946678110303721,0.0005944910661938063
Mexico,9234.64362485294,70.449,643.8809,56.426,0.717897860988845,1,Developed,9.130825584287434,0.06972449897981349,0.06740113773181014
"Micronesia, Fed. Sts.",2949.82835516828,65.878,0.0473,59.04029076105143,1.8049708592377387,0,Developing,7.989841208279513,1.6034831286751823e-05,1.6034702730218877e-05
Moldova,3188.91691602699,69.914,12.3107,69.68,0.385463277737582,0,Developing,8.067750150307106,0.00386046432822642,0.0038530318581941757
Monaco,161262.925884403,86.089,2518.7549931529666,60.01440606717643,2.1092126445396673,1,Developed,11.990797593002847,0.015618933982125988,0.01549821382360654
Mongolia,4066.03410882791,71.3490243902439,65.5308,61.967,0.709909468541962,0,Developing,8.310669292601318,0.01611663804239216,0.01598814378996099
Montenegro,6515.53680560451,75.9317073170732,2518.7549931529666,50.373,1.73802726045562,1,Developed,8.782098349018126,0.3865767423777567,0.22873598013027
Morocco,3090.89428710938,73.133,103.1779,44.609,3.2351087559283496,0,Developing,8.036539219960295,0.03338124517241012,0.03283618804398816
Mozambique,591.804059985932,61.39,28.5133,78.225,2.03395010408449,0,Developing,6.384863922787594,0.04818030481351852,0.04705561767832011
Myanmar,1301.31386350598,66.612,121.1395,60.151,2.99047588930389,0,Developing,7.171897856318194,0.09309014788609705,0.0890086832737393
Namibia,3787.49943973286,64.071,11.2558,57.885,3.2351087559283496,0,Developing,8.239725293485145,0.002971828822447006,0.002967421668551059
Nauru,7769.40694625475,61.527,0.0012,60.01440606717643,2.1092126445396673,1,Developed,8.958077816025583,1.5445194315358406e-07,1.5445193122588391e-07
Nepal,1031.53618783934,69.106,54.8584,41.96855394819531,1.35853467346652,0,Developing,6.939773372975804,0.053181265617938844,0.05181536042440082
Netherlands,47086.5803832096,81.3585365853659,170.5004,66.442,1.4412639825242,1,Developed,10.759764559101777,0.0036209977155359113,0.003614457686174139
New Caledonia,2588.0664359177026,77.049,6.9053,57.678,1.8049708592377387,0,Developing,7.859052640263441,0.0026681308888237445,0.0026645777463666356
New Zealand,39596.5266174221,82.2560975609756,84.7781,69.863,1.34084212677417,1,Developed,10.58652193613591,0.0021410489061103257,0.002138760127243917
Nicaragua,1959.78830967601,70.766,19.14,64.363,0.629971870953776,0,Developing,7.581101870178591,0.009766360940873357,0.00971897829211254
Niger,533.194328910254,59.89,37.154,72.218,1.73360752172491,0,Developing,6.280759684577305,0.06968191142605659,0.06736132523657279
Nigeria,2337.57587388074,53.072,381.2424,78.23707675300784,0.632022913474166,0,Developing,7.757297422173374,0.16309305903601676,0.15108288670341674
North Macedonia,5743.72649424581,74.3951219512195,10.293,52.107,1.24058656980426,0,Developing,8.65603758153353,0.0017920421542202177,0.0017904383624347616
Northern Mariana Islands,15410.1186923944,78.03,0.0028,60.01440606717643,2.1092126445396673,1,Developed,9.642844520902774,1.816987951807229e-07,1.8169877867349883e-07
Norway,75287.2059530897,83.209756097561,57.1397,65.003,1.96598369239436,1,Developed,11.229078774071617,0.0007589563097294761,0.0007586684480298644
Oman,17743.8858800477,77.763,113.2133,65.442,3.2351087559283496,1,Developed,9.78385263395525,0.006380411864985217,0.006360143206442884
Pakistan,1526.00597486307,65.701,525.7984,51.644,3.2351087559283496,0,Developing,7.331064218022418,0.3445585460746184,0.22873598013027
Palau,14232.2400546821,68.689,1.3362,60.01440606717643,2.1092126445396673,1,Developed,9.563335356991916,9.388543158815108e-05,9.388102462684965e-05
Panama,12647.082664124,76.33,15.8089,66.4,2.1092126445396673,1,Developed,9.445260914614629,0.0012500036901668345,0.0012492230859918027
Papua New Guinea,2438.61137934805,65.075,9.6154,50.788,0.393261831182209,0,Developing,7.7995940348433175,0.003942981682702812,0.0039352285041724415
Paraguay,6109.19608100615,72.72,42.5609,70.117,1.02757342677333,1,Developed,8.71771414346841,0.0069666940519922645,0.006942538762435715
Peru,5831.83024758521,73.832,81.0318,68.924,1.3148655415575,0,Developing,8.671257624253224,0.013894745999088862,0.013799098991463407
Philippines,3198.6669001424,70.097,229.3498,54.746,1.29724003910725,0,Developing,8.070801989664192,0.07170168296979897,0.06924774310956558
Poland,14937.5960275482,76.4,377.5105,57.169,2.28748515617247,1,Developed,9.611703480211277,0.025272506988660553,0.02495843773247954
Portugal,19778.7138255776,81.3292682926829,57.4529,57.579,1.429790701133,1,Developed,9.892412137204378,0.0029047844317208627,0.002900573697635896
Puerto Rico,28145.0053474362,80.009,14.6702,41.96855394819531,2.1092126445396673,1,Developed,10.245160717545701,0.0005212363550443008,0.0005211005585613842
Qatar,57769.604101576,80.409,140.1496,78.23707675300784,2.1092126445396673,1,Developed,10.964235345732511,0.002426009355258445,0.002423071345362796
Romania,10916.3126056493,74.2536585365854,110.7665,52.028,2.00950429821317,1,Developed,9.298105120627955,0.010146878712751157,0.010095744748125624
Russian Federation,9632.3251953125,71.3387804878049,2395.6156,61.422,3.2351087559283496,1,Developed,9.172983740654807,0.2487058473862374,0.22210769290707838
Rwanda,826.391257189481,66.953,7.5282,62.66,1.47386932055023,0,Developing,6.718277687364621,0.009109728514799473,0.009068485225542077
Samoa,4283.07280337978,70.727,0.5656,47.522,1.8049708592377387,0,Developing,8.362659425676222,0.00013205472471859082,0.0001320460062609645
San Marino,40506.8521137898,82.65,2518.7549931529666,60.01440606717643,2.1092126445396673,1,Developed,10.609251113655292,0.06218096104030517,0.06032430476371699
Sao Tome and Principe,1430.84119299096,67.979,0.2605,41.96855394819531,1.8049708592377387,0,Developing,7.26671644262154,0.00018206073551423524,0.00018204416446978774
Saudi Arabia,21944.785821998,77.596,733.0635,62.414,3.2351087559283496,1,Developed,9.996330410184704,0.03340490565486216,0.032859083961346236
Senegal,1361.79143748646,67.496,26.9667,50.23,1.41190887856501,0,Developing,7.217290402736885,0.019802371536256722,0.019608855127738894
Serbia,6850.96677811138,74.4780487804878,2518.7549931529666,53.373,2.37558463404513,1,Developed,8.832291010937128,0.3676495704519117,0.22873598013027
Seychelles,17048.361729788,77.2365853658537,1.2197,60.01440606717643,1.57270914610167,1,Developed,9.743868046807899,7.154353123965344e-05,7.15409721232804e-05
Sierra Leone,999.888885139707,59.694,6.6324,53.271,0.546605434850038,0,Developing,6.9086437692974,0.0066331370400955145,0.006611234587894891
Singapore,59144.3539186758,83.5439024390244,68.0695,68.712,2.81188317988763,1,Developed,10.987753318877324,0.0011509044480153827,0.0011502426652083334
Sint Maarten (Dutch part),28920.3773007159,75.002,2518.7549931529666,60.01440606717643,2.1092126445396673,1,Developed,10.272336299644772,0.08709274318805713,0.08350692481970065
Slovak Republic,17763.8564029317,76.8658536585366,42.5163,58.906,1.92200478883117,1,Developed,9.784977425277606,0.0023934161049051954,0.002390556446572208
Slovenia,22811.8052853002,80.5317073170732,17.8252,57.811,1.0585626998026,1,Developed,10.035077292604628,0.0007814024263781726,0.0007810972904478223
Solomon Islands,1930.64258596415,69.258,0.6507,78.23707675300784,1.8049708592377387,0,Developing,7.566126000745458,0.0003370380435667458,0.00033698125900402047
Somalia,463.032522124252,57.095,32.445,41.96855394819531,1.8049708592377387,0,Developing,6.139954640555037,0.07007067203649592,0.06772469492493911
South Africa,5569.58483319272,65.15,541.7096,54.701,0.955615163117871,0,Developing,8.625255324392068,0.09726211490156428,0.09281809067500428
South Sudan,2588.0664359177026,57.648,1246.471953030303,73.219,2.27987941114745,0,Developing,7.859052640263441,0.48162285779511543,0.22873598013027
Spain,25073.7209751005,82.2317073170732,290.3876,56.401,1.36664551701951,1,Developed,10.129615485155083,0.011581352456157979,0.011514801930996214
Sri Lanka,4229.74962899734,76.928,39.7966,50.495,1.73988733298184,0,Developing,8.350134473596254,0.009408736566148424,0.009364750093769603
St. Kitts and Nevis,18887.4362551531,71.181,0.1416,60.01440606717643,2.1092126445396673,1,Developed,9.846305175446581,7.497047142190458e-06,7.4970190394729905e-06
St. Lucia,8379.30975677286,72.308,0.3966,53.739,2.1092126445396673,1,Developed,9.03364015660836,4.733086751918136e-05,4.7329747449013755e-05
St. Martin (French part),2588.0664359177026,80.085,1246.471953030303,59.04029076105143,1.8049708592377387,0,Developing,7.859052640263441,0.48162285779511543,0.22873598013027
St. Vincent and the Grenadines,8025.28499765773,69.605,0.1362,63.883,2.1092126445396673,1,Developed,8.990477059498406,1.6971359900583156e-05,1.69712158886841e-05
Sudan,1056.86474609375,65.124,136.672,41.96855394819531,0.978360320871545,0,Developing,6.964007765015253,0.12931834513843876,0.12161421631441816
Suriname,7213.10766669943,72.321,3.7481,53.549,2.1092126445396673,1,Developed,8.88379378604014,0.0005196234651125141,0.0005194885075891398
Sweden,51715.78104096,82.3560975609756,52.0428,64.196,1.14608642427625,1,Developed,10.853537592761755,0.0010063233881894,0.0010058173842492051
Switzerland,84637.0132313179,83.0,44.9823,67.984,0.772558973227674,1,Developed,11.346138773651669,0.0005314731496616113,0.0005313319678278935
Syrian Arab Republic,740.811397013438,71.944,40.5397,41.96855394819531,1.8049708592377387,0,Developing,6.60909502893509,0.054723375157880616,0.053278528904825526
Tajikistan,1171.90127480359,68.605,21.0412,41.96855394819531,0.947973986993497,0,Developing,7.067235680408606,0.017954754766801063,0.017795471921360582
Tanzania,1041.25964355469,66.771,83.3068,78.23707675300784,1.07679696200969,0,Developing,6.94914636934913,0.08000578963725533,0.07696640189699584
Thailand,6035.18627737077,77.331,433.7212,67.022,1.46077928107965,1,Developed,8.705527680473637,0.07186542056311652,0.06940051424825879
Timor-Leste,1947.83997138866,66.919,1.9137,65.846,1.78169014084507,0,Developing,7.574989588075278,0.0009824729074820655,0.0009819905968539969
Togo,806.956490395231,61.123,9.5974,57.414,2.83898598749665,0,Developing,6.694508208550458,0.011893330203341431,0.011823160372373345
Tonga,4656.93166185355,72.379,0.3122,53.096,1.8049708592377387,0,Developing,8.446326779201746,6.703984998477264e-05,6.703760291445793e-05
Trinidad and Tobago,15789.6138011089,72.645,36.5129,58.637,0.863709067504928,1,Developed,9.667170979268633,0.0023124631457063067,0.002309793517625092
Tunisia,3749.26722435797,75.004,40.1968,46.978,2.7097783729293,0,Developing,8.229582376254388,0.01072124167059961,0.010664176668566758
Turkiye,12179.6626536773,76.525,583.3643,49.334,2.43140036241802,1,Developed,9.407604944847805,0.04789658930527684,0.046784906703192825
Turkmenistan,6965.11226889286,68.846,99.7859,46.511,2.1092126445396673,1,Developed,8.848812567490427,0.014326531453865778,0.014224876460716886
Turks and Caicos Islands,18073.2852240745,77.499,0.0963,60.01440606717643,2.1092126445396673,1,Developed,9.802245501242247,5.328306326495843e-06,5.328292131122113e-06
Tuvalu,4233.0183205634,66.357,0.0039,59.04029076105143,1.8049708592377387,0,Developing,8.350906778696173,9.213284008373777e-07,9.213279764146273e-07
Uganda,917.0350317644,66.41,50.2018,78.23707675300784,2.73212093048135,0,Developing,6.822235550855778,0.05474360112874902,0.05329770528549078
Ukraine,2324.107421875,73.283,287.5521,55.087,3.2351087559283496,0,Developing,7.7515215199111225,0.12372582148892845,0.11664979065580716
United Arab Emirates,40776.6308681689,81.936,249.3237,78.23707675300784,2.1092126445396673,1,Developed,10.615888947006042,0.006114377149158426,0.006095760194045889
United Kingdom,42215.8837450989,80.331756097561,399.6036,62.543,2.16221591341109,1,Developed,10.650575508756361,0.00946571680016985,0.009421197619708173
United States,59493.1459820135,76.9804878048781,5671.6044,61.556,3.2351087559283496,1,Developed,10.9936331998365,0.09533206399464386,0.09105757208565353
Uruguay,16439.3140406635,78.381,38.9164,61.255,2.03583835576405,1,Developed,9.707491770657866,0.002367276390227613,0.002364478805707721
Uzbekistan,3249.05191093933,71.461,197.9939,55.517,1.8049708592377387,0,Developing,8.08642624779294,0.06093897710078698,0.059154343463955886
Vanuatu,2747.30576044379,70.385,0.6291,58.039,1.8049708592377387,0,Developing,7.9187399136896195,0.0002289879812643706,0.00022896176751826768
"Venezuela, RB",2588.0664359177026,72.369,136.3366,51.95,1.57552271230291,0,Developing,7.859052640263441,0.05267894135478651,0.05133828766238514
Viet Nam,3303.16949807493,75.383,497.4168,74.367,1.8049708592377387,0,Developing,8.10294043419516,0.15058773105342974,0.1402728823043625
Virgin Islands (U.S.),35850.7433148653,79.819512195122,0.0244,52.662,2.1092126445396673,1,Developed,10.487147472875177,6.805995564918366e-07,6.805993248840636e-07
West Bank and Gaza,2922.46801084844,74.998,1246.471953030303,41.96855394819531,1.8049708592377387,0,Developing,7.980525865482469,0.42651346341629653,0.22873598013027
"Yemen, Rep.",951.130341070454,66.435,32.8781,41.96855394819531,1.8049708592377387,0,Developing,6.8587019383087835,0.034567396896409794,0.033983365328715966
Zambia,1228.73500113195,63.361,27.3441,60.872,1.17049645770462,0,Developing,7.114553978920402,0.022253862691963475,0.0220098588731949
Zimbabwe,1224.27231433409,61.53,26.7706,64.763,0.997931278066502,0,Developing,7.1109183956900015,0.021866540382040046,0.02163089654399323
